PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Williams, J; Schönlieb, CB; Swinfield, T; Lee, J; Cai, XH; Qie, L; Coomes, DA				Williams, Jonathan; Schonlieb, Carola-Bibiane; Swinfield, Tom; Lee, Juheon; Cai, Xiaohao; Qie, Lan; Coomes, David A.			3D Segmentation of Trees Through a Flexible Multiclass Graph Cut Algorithm	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING												Developing a robust algorithm for automatic individual tree crown (ITC) detection from airborne laser scanning (ALS) data sets is important for tracking the responses of trees to anthropogenic change. Such approaches allow the size, growth, and mortality of individual trees to be measured, enabling forest carbon stocks and dynamics to be tracked and understood. Many algorithms exist for structurally simple forests, including coniferous forests and plantations. Finding a robust solution for structurally complex, species-rich tropical forests remains a challenge; existing segmentation algorithms often perform less well than simple area-based approaches when estimating plot-level biomass. Here, we describe a multiclass graph cut (MCGC) approach to tree crown delineation. This uses local 3D geometry and density information, alongside knowledge of crown allometries, to segment ITCs from airborne light detection and ranging point clouds. Our approach robustly identifies trees in the top and intermediate layers of the canopy, but cannot recognize small trees. From these 3D crowns, we are able to measure individual tree biomass. Comparing these estimates with those from permanent inventory plots, our algorithm can produce robust estimates of hectare-scale carbon density, demonstrating the power of ITC approaches in monitoring forests. The flexibility of our method to add additional dimensions of information, such as spectral reflectance, make this approach an obvious avenue for future development and extension to other sources of 3D data, such as structure from motion data sets.					Swinfield, Tom/AAA-1518-2020; Qie, Lan/B-8581-2011; Coomes, David/H-5630-2011; Williams, Jonathan/W-3912-2019	Willia, Jonathan/0000-0001-6257-6695; Schönlieb, Carola-Bibiane/0000-0003-0099-6306; , xiaohao/0000-0003-0924-2834; Coomes, David/0000-0002-8261-2582; 													0196-2892	1558-0644				FEB	2020	58	2					754	776		10.1109/TGRS.2019.2940146	http://dx.doi.org/10.1109/TGRS.2019.2940146													WOS:000510710600001
J	Wilkes, P; Disney, M; Vicari, MB; Calders, K; Burt, A				Wilkes, Phil; Disney, Mathias; Vicari, Matheus Boni; Calders, Kim; Burt, Andrew			Estimating urban above ground biomass with multi-scale LiDAR	CARBON BALANCE AND MANAGEMENT												Background: Urban trees have long been valued for providing ecosystem services (mitigation of the "heat island" effect, suppression of air pollution, etc.); more recently the potential of urban forests to store significant above ground biomass (AGB) has also be recognised. However, urban areas pose particular challenges when assessing AGB due to plasticity of tree form, high species diversity as well as heterogeneous and complex land cover. Remote sensing, in particular light detection and ranging (LiDAR), provide a unique opportunity to assess urban AGB by directly measuring tree structure. In this study, terrestrial LiDAR measurements were used to derive new allometry for the London Borough of Camden, that incorporates the wide range of tree structures typical of an urban setting. Using a wallto-wall airborne LiDAR dataset, individual trees were then identified across the Borough with a new individual tree detection (ITD) method. The new allometry was subsequently applied to the identified trees, generating a Boroughwide estimate of AGB. Results: Camden has an estimated median AGB density of 51.6 Mg ha(-1) where maximum AGB density is found in pockets of woodland; terrestrial LiDAR-derived AGB estimates suggest these areas are comparable to temperate and tropical forest. Multiple linear regression of terrestrial LiDAR-derived maximum height and projected crown area explained 93% of variance in tree volume, highlighting the utility of these metrics to characterise diverse tree structure. Locally derived allometry provided accurate estimates of tree volume whereas a Borough-wide allometry tended to overestimate AGB in woodland areas. The new ITD method successfully identified individual trees; however, AGB was underestimated by <= 25% when compared to terrestrial LiDAR, owing to the inability of ITD to resolve crown overlap. A Monte Carlo uncertainty analysis identified assigning wood density values as the largest source of uncertainty when estimating AGB. Conclusion: Over the coming century global populations are predicted to become increasingly urbanised, leading to an unprecedented expansion of urban land cover. Urban areas will become more important as carbon sinks and effective tools to assess carbon densities in these areas are therefore required. Using multi-scale LiDAR presents an opportunity to achieve this, providing a spatially explicit map of urban forest structure and AGB.					Disney, Mathias/C-1889-2008; Vicari, Matheus/X-4216-2019; Calders, Kim/O-5369-2017	Vicari, Matheus/0000-0001-8841-4205; Wilkes, Phil/0000-0001-6048-536X; Disney, Mathias/0000-0002-2407-4026; 													1750-0680					JUN 26	2018	13								10	10.1186/s13021-018-0098-0	http://dx.doi.org/10.1186/s13021-018-0098-0								29943069					WOS:000449966100001
J	Georgopoulos, N; Gitas, IZ; Korhonen, L; Antoniadis, K; Stefanidou, A				Georgopoulos, Nikos; Gitas, Ioannis Z.; Korhonen, Lauri; Antoniadis, Konstantinos; Stefanidou, Alexandra			Estimating Crown Biomass in a Multilayered Fir Forest Using Airborne LiDAR Data	REMOTE SENSING												The estimation of individual biomass components within tree crowns, such as dead branches (DB), needles (NB), and branch biomass (BB), has received limited attention in the scientific literature despite their significant contribution to forest biomass. This study aimed to assess the potential of multispectral LiDAR data for estimating these biomass components in a multi-layered Abies borissi-regis forest. Destructive (i.e., 13) and non-destructive (i.e., 156) field measurements were collected from Abies borisii-regis trees to develop allometric equations for each crown biomass component and enrich the reference data with the non-destructively sampled trees. A set of machine learning regression algorithms, including random forest (RF), support vector regression (SVR) and Gaussian process (GP), were tested for individual-tree-level DB, NB and BB estimation using LiDAR-derived height and intensity metrics for different spectral channels (i.e., green, NIR and merged) as predictors. The results demonstrated that the RF algorithm achieved the best overall predictive performance for DB (RMSE% = 17.45% and R-2 = 0.89), NB (RMSE% = 17.31% and R-2 = 0.93) and BB (RMSE% = 24.09% and R-2 = 0.85) using the green LiDAR channel. This study showed that the tested algorithms, particularly when utilizing the green channel, accurately estimated the crown biomass components of conifer trees, specifically fir. Overall, LiDAR data can provide accurate estimates of crown biomass in coniferous forests, and further exploration of this method's applicability in diverse forest structures and biomes is warranted.					Korhonen, Lauri/H-4179-2019; Gitas, Ioannis/C-3329-2008; Georgopoulos, Nikos/JCN-8909-2023	Antoniadis, Konstantinos/0000-0001-9899-8662; Georgopoulos, Nikos/0000-0002-4734-253X; 														2072-4292				JUN 3	2023	15	11							2919	10.3390/rs15112919	http://dx.doi.org/10.3390/rs15112919													WOS:001005702700001
J	Olsoy, PJ; Mitchell, JJ; Levia, DF; Clark, PE; Glenn, NF				Olsoy, Peter J.; Mitchell, Jessica J.; Levia, Delphis F.; Clark, Patrick E.; Glenn, Nancy F.			Estimation of big sagebrush leaf area index with terrestrial laser scanning	ECOLOGICAL INDICATORS												Accurate monitoring and quantification of the structure and function of semiarid ecosystems is necessary to improve carbon and water flux models that help describe how these systems will respond in the future. The leaf area index (LAI, m(2) m(-2)) is an important indicator of energy, water, and carbon exchange between vegetation and the atmosphere. Remote sensing techniques are frequently used to estimate LA!, and can provide users with scalable measurements of vegetation structure and function. We tested terrestrial laser scanning (TLS) techniques to estimate LAI using structural variables such as height, canopy cover, and volume for 42 Wyoming big sagebrush (Artemisia tridentata subsp. wyomingensis Beetle & Young) shrubs across three study sites in the Snake River Plain, Idaho, USA. The TLS-derived variables were regressed against sagebrush LAI estimates calculated using specific leaf area measurements, and compared with point-intercept sampling, a field method of estimating LAI. Canopy cover estimated with the TLS data proved to be a good predictor of LAI (r(2) = 0.73). Similarly, a convex hull approach to estimate volume of the shrubs from the TLS data also strongly predicted LAI (r(2) = 0.76), and compared favorably to point-intercept sampling (r(2) =0.78), a field-based method used in rangelands. These results, coupled with the relative ease-of-use of TLS, suggest that TLS is a promising tool for measuring LAI at the shrub-level. Further work should examine the structural measures in other similar shrublands that are relevant for upscaling LAI to the plot-level (i.e., hectare) using data from TLS and/or airborne laser scanning and to regional levels using satellite-based remote sensing. (c) 2015 Elsevier Ltd. All rights reserved.					Glenn, Nancy/B-4491-2014; Clark, Patrick/NDR-9286-2025	Glenn, Nancy/0000-0003-2124-7654; Mitchell, Jessica/0000-0002-3126-010X; Olsoy, Peter/0000-0002-8785-0459; 													1470-160X	1872-7034				FEB	2016	61		2				815	821		10.1016/j.ecolind.2015.10.034	http://dx.doi.org/10.1016/j.ecolind.2015.10.034													WOS:000367411200063
J	Hirschmugl, M; Sobe, C; Di Filippo, A; Berger, V; Kirchmeir, H; Vandekerkhove, K				Hirschmugl, Manuela; Sobe, Carina; Di Filippo, Alfredo; Berger, Vanessa; Kirchmeir, Hanns; Vandekerkhove, Kris			Review on the Possibilities of Mapping Old-Growth Temperate Forests by Remote Sensing in Europe	ENVIRONMENTAL MODELING & ASSESSMENT												Old-growth forests (OGF) provide valuable ecosystem services such as habitat provision, carbon sequestration or recreation maintaining biodiversity, carbon storage, or human well-being. Long-term human pressure caused OGFs in Europe to be rare and scattered. Their detailed extent and current status are largely unknown. This review aims to identify potential methods to map temperate old-growth forests (tOGF) by remote sensing (RS) technology, highlights the potentials and benefits, and identifies main knowledge gaps requesting further research. RS offers a wide range of data and methods to map forests and their properties, applicable from local to continental scale. We structured existing mapping approaches in three main groups. First, parameter-based approaches, which are based on forest parameters and usually applied on local to regional scale using detailed data, often from airborne laser scanning (ALS). Second, direct approaches, usually employing machine learning algorithms to generate information from RS data, with high potential for large-area mapping but so far lacking operational applications and related sound accuracy assessment. Finally, indirect approaches integrating various existing data sets to predict OGF existence. These approaches have also been used for large area mapping with a main drawback of missing physical evidence of the identified areas to really hold OGFs as compared to the likelihood of OGF existence. In conclusion, studies dealing with the mapping of OGF using remote sensing are quite limited, but there is a huge amount of knowledge from other forestry-related applications that is yet to be leveraged for OGF identification. We discuss two scenarios, where different data and approaches are suitable, recognizing that one single system cannot serve all potential needs. These may be hot spot identification, detailed area delineation, or status assessment. Further, we pledge for a combined method to overcome the identified limitations of the individual approaches.					; Hirschmugl, Manuela/AEP-0633-2022; Di Filippo, Alfredo/G-1794-2010; Vandekerkhove, Kris/HOF-2191-2023	Hirschmugl, Manuela/0000-0002-5224-0992; Vandekerkhove, Kris/0000-0003-1954-692X													1420-2026	1573-2967				OCT	2023	28	5					761	785		10.1007/s10666-023-09897-y	http://dx.doi.org/10.1007/s10666-023-09897-y		MAY 2023											WOS:000990448500001
J	Vihervaara, P; Mononen, L; Auvinen, AP; Virkkala, R; Lü, YH; Pippuri, I; Packalen, P; Valbuena, R; Valkama, J				Vihervaara, Petteri; Mononen, Laura; Auvinen, Ari-Pekka; Virkkala, Raimo; Lu, Yihe; Pippuri, Inka; Packalen, Petteri; Valbuena, Ruben; Valkama, Jari			How to integrate remotely sensed data and biodiversity for ecosystem assessments at landscape scale	LANDSCAPE ECOLOGY												Biodiversity and ecosystem functioning underpins the delivery of all ecosystem services and should be accounted for in all decision-making related to the use of natural resources and areas. However, biodiversity and ecosystem services are often inadequately accounted for in land use management decisions. We studied a boreal forest ecosystem by linking citizen-science bird data with detailed information on forest characteristics from airborne laser scanning (ALS). In this paper, we describe this method, and evaluate how similar kinds of biological data sets combined with remote sensing can be used for ecosystem assessments at landscape scale. We analysed data for 41 boreal forest bird species and for 14 structural ALS-based forest parameters. The results support the use of the selected method as a basis for quantifying spatially-explicit biodiversity indicators for ecosystem assessments, while suggestions for improvements are also reported. Finally, we evaluate the capacity of those indicators to describe biodiversity-ecosystem service relationships, for example with carbon trade-offs. The results showed clear distinctions between the different species as measured, for example, by above-ground forest biomass at the observation sites. We also assess how the available data sources can be developed to be compatible with the concept of essential biodiversity variables (EBV), which has been put forward as a solution to cover the most important aspects of biodiversity and ecosystem functioning. We suggest that EBVs should be integrated into environmental monitoring programmes in the future, and citizen science and remote sensing methods need to be an important part of them.					; Virkkala, Raimo/AAN-6178-2020; Valbuena, Ruben/I-6127-2019; Valbuena, Ruben/K-1249-2014	Vihervaara, Petteri/0000-0002-5889-8402; Valkama, Jari/0000-0002-0393-7320; Valbuena, Ruben/0000-0003-0493-7581; Packalen, Petteri/0000-0003-1804-0011; Bohlin, Inka/0000-0003-1224-6684													0921-2973	1572-9761				MAR	2015	30	3					501	516		10.1007/s10980-014-0137-5	http://dx.doi.org/10.1007/s10980-014-0137-5													WOS:000350227000010
J	Qi, WL; Armston, J; Choi, C; Stovall, A; Saarela, S; Pardini, M; Fatoyinbo, L; Papathanassiou, K; Pascual, A; Dubayah, R				Qi, Wenlu; Armston, John; Choi, Changhyun; Stovall, Atticus; Saarela, Svetlana; Pardini, Matteo; Fatoyinbo, Lola; Papathanassiou, Konstantinos; Pascual, Adrian; Dubayah, Ralph			Mapping large-scale pantropical forest canopy height by integrating GEDI lidar and TanDEM-X InSAR data	REMOTE SENSING OF ENVIRONMENT												NASA's Global Ecosystem Dynamic Investigation (GEDI) mission provides billions of lidar samples of canopy structure over the Earth's temperate and pantropical forests. Using the GEDI sample data alone, gridded height and biomass products have been created at a spatial resolution of 1 km or coarser. However, this resolution may be too coarse for some applications. In this study, we present a new method of mapping high spatial resolution forest height across large areas using fusion of data acquired by GEDI and TanDEM-X (TDX) Interferometric Synthetic Aperture Radar (InSAR). Our method utilizes GEDI waveforms to provide vertical profiles of scatterers needed to invert a physically-based InSAR model to solve for canopy height. We then use 2-year GEDI canopy height and adaptive wavenumber (kZ)-based calibration models to reduce errors in the inverted canopy height caused by the limited penetration capability of the X-band signal in dense tropical forests and the impact of terrain. We apply this novel method over large areas including Gabon, Mexico, French Guiana and most of the Amazon basin, and generate continuous forest height products at 25 m and 100 m. After validating against airborne lidar data, we find that our canopy height products have a bias of 0.31 m and 0.46 m, and a root mean square error (RMSE) of 8.48 m (30.02 %) and 6.91 m (24.08 %) at 25 m and 100 m respectively, for all sites combined. Compared to existing data products that integrate GEDI with passive optical data using machine learning approaches, our method reduces bias, has a lower RMSE, and does not saturate for tall canopy heights up to 56 m. A key feature of this study is that our canopy height product is complemented with an uncertainty of prediction map which provides information on the predictor's uncertainty around the actual value -an advancement over the standard error maps used in earlier studies, which provide uncertainty around the expectation of the predicted value. This integration approach enables the first-ever accurate and high-resolution mapping of forest canopy heights at unprecedented large areas from GEDI and TDX InSAR data fusion, serving as an essential foundation for pantropical aboveground biomass mapping.					Fatoyinbo, Temilola/N-1257-2019; Stovall, Atticus/AAP-1388-2021; Pascual Arranz, Adrian/HZM-4517-2023; Qi, Wenlu/L-5798-2013; Armston, John/JFS-0209-2023														0034-4257	1879-0704				MAR 1	2025	318								114534	10.1016/j.rse.2024.114534	http://dx.doi.org/10.1016/j.rse.2024.114534		DEC 2024											WOS:001381380700001
J	Räsänen, A; Juutinen, S; Kalacska, M; Aurela, M; Heikkinen, P; Mäenpää, K; Rimali, A; Virtanen, T				Rasanen, Aleksi; Juutinen, Sari; Kalacska, Margaret; Aurela, Mika; Heikkinen, Pauli; Maenpaa, Kari; Rimali, Aleksi; Virtanen, Tarmo			Peatland leaf-area index and biomass estimation with ultra-high resolution remote sensing	GISCIENCE & REMOTE SENSING												There is fine-scale spatial heterogeneity in key vegetation properties including leaf-area index (LAI) and biomass in treeless northern peatlands, and hyperspectral drone data with high spatial and spectral resolution could detect the spatial patterns with high accuracy. However, the advantage of hyperspectral drone data has not been tested in a multi-source remote sensing approach (i.e. inclusion of multiple different remote sensing datatypes); and overall, sub-meter-level leaf-area index (LAI) and biomass maps have largely been absent. We evaluated the detectability of LAI and biomass patterns at a northern boreal fen (Halssiaapa) in northern Finland with multi-temporal and multi-source remote sensing data and assessed the benefit of hyperspectral drone data. We measured vascular plant percentage cover and height as well as moss cover in 140 field plots and connected the structural information to measured aboveground vascular LAI and biomass and moss biomass with linear regressions. We predicted both total and plant functional type (PFT) specific LAI and biomass patterns with random forests regressions with predictors including RGB and hyperspectral drone (28 bands in a spectral range of 500-900 nm), aerial and satellite imagery as well as topography and vegetation height information derived from structure-from-motion drone photogrammetry and aerial lidar data. The modeling performance was between moderate and good for total LAI and biomass (mean explained variance between 49.8 and 66.5%) and variable for PFTs (0.3-61.6%). Hyperspectral data increased model performance in most of the regressions, usually relatively little, but in some of the regressions, the inclusion of hyperspectral data even decreased model performance (change in mean explained variance between -14.5 and 9.1%-points). The most important features in regressions included drone topography, vegetation height, hyperspectral and RGB features. The spatial patterns and landscape estimates of LAI and biomass were quite similar in regressions with or without hyperspectral data, in particular for moss and total biomass. The results suggest that the fine-scale spatial patterns of peatland LAI and biomass can be detected with multi-source remote sensing data, vegetation mapping should include both spectral and topographic predictors at sub-meter-level spatial resolution and that hyperspectral imagery gives only slight benefits.					Heikkinen, Pauli/G-3478-2014; Aurela, Mika/L-4724-2014	Juutinen, Sari/0000-0002-7752-1950; Rimali, Aleksi/0000-0002-2635-6772; Kalacska, Margaret/0000-0002-1676-481X; Virtanen, Tarmo/0000-0001-8660-2464; Räsänen, Aleksi/0000-0002-3629-1837													1548-1603	1943-7226				OCT 2	2020	57	7					943	964		10.1080/15481603.2020.1829377	http://dx.doi.org/10.1080/15481603.2020.1829377		OCT 2020											WOS:000581349700001
J	Stovall, AEL; Vorster, A; Anderson, R; Evangelista, P				Stovall, Atticus E. L.; Vorster, Anthony; Anderson, Ryan; Evangelista, Paul			Developing nondestructive species-specific tree allometry with terrestrial laser scanning	METHODS IN ECOLOGY AND EVOLUTION												1. Allometric equations predict organism attributes from simple measurements and underlie many global-scale estimates, from plant productivity to ecosystem carbon stocks. In forests, destructive harvesting of trees in common groups (e.g. plant functional type) or at the species level is necessary to develop allometry but, since sampling is extremely difficult, predictions from these equations have high uncertainty due to low sample size, spatial bias and unrepresentative sampling of tree size. Terrestrial laser scanning (TLS) is a promising remote sensing technology that enables efficient and nondestructive estimates of tree-level structure for developing allometric equations. 2. Here, we nondestructively estimated component biomass of three coniferous tree species (Pinus ponderosa, Pinus contorta and Pseudotsuga menziesii) in Colorado, USA using TLS. We evaluated the suitability for this nondestructive data to be supplanted for destructive data in the development of species-specific allometric equations and compared the prediction accuracy against a commonly used national-scale allometry. 3. We found TLS biomass estimates were consistently more precise across species (RMSE = similar to 19%) than nation-scale allometry (RMSE = similar to 39%). Nondestructive biomass estimates from TLS are a suitable addition to or replacement for traditional sampling methods, with indistinguishable biomass predictions across most of the tested diameter range. We further show how TLS can be used to develop allometric equations compatible with airborne LiDAR and other remote sensing variables (e.g. height and crown area), developing generalized biomass predictions from crown area and tree height (R-2 = 0.87). 4. The ability for TLS to support the development of nondestructive allometry at a global scale will enable a more nuanced understanding of the drivers of individual tree architecture, while supporting the next generation of biomass remote sensing.					; Stovall, Atticus/AAP-1388-2021	Anderson, Ryan/0000-0002-2821-3302; Stovall, Atticus/0000-0001-9512-3318; 													2041-210X	2041-2096				JAN	2023	14	1					280	290		10.1111/2041-210X.14027	http://dx.doi.org/10.1111/2041-210X.14027		NOV 2022											WOS:000884104700001
J	Coops, NC; Irwin, LAK; Seely, HS; Hardy, SJ				Coops, Nicholas C.; Irwin, Liam A. K.; Seely, Harry S.; Hardy, Spencer J.			Advances in Laser Scanning to Assess Carbon in Forests: From Ground-Based to Space-Based Sensors	CURRENT FORESTRY REPORTS												Purpose of ReviewQuantifying the store and flux of carbon across space and time from trees to forest stands, and ultimately at a global scale, has become paramount for a broad range of applications, including individual tree based allometry, landscape scale forest carbon accounting as well as derivation of globally required climate change related variables. Despite this significant information need, the measurement of forest carbon using field methods remains laborious, expensive and logistically complex.Recent FindingsLaser scanning technologies mounted on terrestrial, unmanned aerial vehicles or drones, aircraft or satellites have revolutionised the estimation of forest carbon at a variety of spatial and temporal scales with each providing detailed and often unique information about the distribution of biomass and carbon within a stand. In this review, we examined the use of laser scanning technologies for this purpose. SummaryTo do so we focus on the recently published (within 10 years) peer reviewed literature and consider studies across four information needs, individual tree, stand, regional / national, and global scales. We consider the type of laser scanning data that is typically acquired, data processing pipelines and the products that are produced. After reviewing these studies, we conclude with a discussion of remaining issues associated with the mapping of forest carbon using laser scanning technologies. We also highlight a number of future research directions to further expand the use of this technology for forest carbon mapping globally.					; Irwin, Liam/LBI-7005-2024; Coops, Nicholas/J-1543-2012	Irwin, Liam/0000-0001-8582-6490; 													2198-6436					JAN 22	2025	11	1							11	10.1007/s40725-024-00242-4	http://dx.doi.org/10.1007/s40725-024-00242-4													WOS:001402121200001
J	Dandois, JP; Ellis, EC				Dandois, Jonathan P.; Ellis, Erle C.			High spatial resolution three-dimensional mapping of vegetation spectral dynamics using computer vision	REMOTE SENSING OF ENVIRONMENT												High spatial resolution three-dimensional (3D) measurements of vegetation by remote sensing are advancing ecological research and environmental management However, substantial economic and logistical costs limit this application, especially for observing phenological dynamics in ecosystem structure and spectral traits. Here we demonstrate a new aerial remote sensing system enabling routine and inexpensive aerial 3D measurements of canopy structure and spectral attributes, with properties similar to those of LIDAR, but with RGB (red-green-blue) spectral attributes for each point, enabling high frequency observations within a single growing season. This "Ecosynth" methodology applies photogrammetric "Structure from Motion" computer vision algorithms to large sets of highly overlapping low altitude (<130 m) aerial photographs acquired using off-the-shelf digital cameras mounted on an inexpensive (<USD$4000), lightweight (<2 kg), hobbyist-grade unmanned aerial system (UAS). Ecosynth 3D point clouds with densities of 30-67 points M-2 were produced using commercial computer vision software from digital photographs acquired repeatedly by UAS over three 625 ha (250 m x 250 m) Temperate Deciduous forest sites in Maryland USA. Ecosynth point clouds were georeferenced with a precision of 1.2-4.1 m horizontal radial root mean square error (RMSE) and 0.4-12 m vertical RMSE. Understory digital terrain models (DTMs) and canopy height models (CHMs) were generated from leaf-on and leaf-off point clouds using procedures commonly applied to LIDAR point clouds. At two sites, Ecosynth CHMs were strong predictors of field-measured tree heights (R-2 0.63 to 0.84) and were highly correlated with a LIDAR CHM (R 0.87) acquired 4 days earlier, though Ecosynth-based estimates of aboveground biomass and carbon densities included significant errors (31-36% of field-based estimates). Repeated scanning of a 50 m x 50 m forested area at six different times across a 16 month period revealed ecologically significant dynamics in canopy color at different heights and a structural shift upward in canopy density, as demonstrated by changes in vertical height profiles of point density and relative RGB brightness. Changes in canopy relative greenness were highly correlated (R-2 = 0.87) with MODIS NDVI time series for the same area and vertical differences in canopy color revealed the early green up of the dominant canopy species, Liriodendron tulipifera, strong evidence that Ecosynth time series measurements can capture vegetation structural and spectral phenological dynamics at the spatial scale of individual trees. The ability to observe canopy phenology in 3D at high temporal resolutions represents a breakthrough in forest ecology. Inexpensive user-deployed technologies for multispectral 3D scanning of vegetation at landscape scales (<1 km(2)) heralds a new era of participatory remote sensing by field ecologists, community foresters and the interested public. (C) 2013 The Authors. Published by Elsevier Inc. All rights reserved.					Ellis, Erle/B-8264-2008	Ellis, Erle/0000-0002-2006-3362													0034-4257	1879-0704				SEP	2013	136						259	276		10.1016/j.rse.2013.04.005	http://dx.doi.org/10.1016/j.rse.2013.04.005													WOS:000322055600023
J	Fassnacht, FE; Hartig, F; Latifi, H; Berger, C; Hernández, J; Corvalán, P; Koch, B				Fassnacht, F. E.; Hartig, F.; Latifi, H.; Berger, C.; Hernandez, J.; Corvalan, P.; Koch, B.			Importance of sample size, data type and prediction method for remote sensing-based estimations of aboveground forest biomass	REMOTE SENSING OF ENVIRONMENT												Estimates of forest biomass are needed for various technical and scientific applications, ranging from carbon and bioenergy policies to sustainable forest management. As local measurements are costly, there is a great interest in obtaining reliable estimates over large areas from remote sensing data. Currently, such estimates are obtained with a variety of data sources, statistical methods and prediction standards, and there is no agreement on what are best practices for this task. To improve our understanding of how these different methods affect prediction quality, we first conducted a systematic review of the available literature to identify the most common sensor types and prediction methods. Based on the review, we identified sample size of the reference points on the ground, prediction method (step-wise linear regression, support vector machines, random forest, Gaussian processes and k-nearest neighbor), and sensor type as the main differences that could potentially affect predictive quality. We then compared those factors in two case study areas in Germany and Chile, for which airborne discrete return Light Detection And Ranging (LiDAR) and airborne hyperspectral as well as airborne discrete return LiDAR and spaceborne hyperspectral data were available. For each factor combination, we calculated Pearson's coefficient of correlation between observations and predictions (r(2)) and root mean squared error (RMSE) for bootstrapped estimates using k-fold cross-validation with a varying number of folds. Finally, Analysis of Variance (ANOVA) was used to quantify the influence of the factors on the predictive error of the biomass models. Our results confirm previous findings that predictor data (sensor) type is the most important factor for the accuracy of biomass estimates, with LiDAR being preferable to hyperspectral data. In contrast to some previous studies, complementing LiDAR with hyperspectral data did not improve predictive accuracy. Also the prediction method had a substantial effect on accuracy and was generally more important than the sample size. In most cases, random forest performed best and stepwise linear models worst, judging from r(2) and RMSE under cross-validation. Additional results suggested that r(2) may deliver unrealistically large values when the hold-out sample during the cross-validation is too small. In conclusion, our literature review revealed that different methods for biomass estimation are currently used, with no general agreement on best practices. In our case studies, we found substantial accuracy differences between those methods, with LiDAR data, in combination with a random forest algorithm and a large number of reference sample units on the ground yielding the lowest error for biomass predictions. The comparatively high importance of the statistical prediction method seems particularly relevant, as they suggest that choosing the appropriate statistical method may be more effective than obtaining additional field data for obtaining good biomass estimates. Considering the costs of improving accuracy of global and regional biomass estimates by ground measurements, it seems sensible to invest in further comparative studies, preferably with a wider range of sites and including also RADAR sensors, to establish robust best-practice recommendations for obtaining regional and global biomass estimates from remote-sensing data. (C) 2014 Elsevier Inc. All rights reserved.					Fassnacht, Fabian/F-3860-2017; Hernández, Jaime/J-9995-2013; Fassnacht, Fabian/AAL-5524-2020; Latifi, Hooman/AAE-9313-2020; Hartig, Florian/G-4510-2010; Thau, Christian/O-4991-2014; Latifi, Hooman/AAE-9313-2020	Fassnacht, Fabian/0000-0003-1284-9573; Hernández, Jaime/0000-0002-2653-2764; Latifi, Hooman/0000-0003-1054-889X; Hartig, Florian/0000-0002-6255-9059; Thau, Christian/0000-0002-6793-4073; Latifi, Hooman/0000-0003-1054-889X													0034-4257	1879-0704				NOV	2014	154				SI		102	114		10.1016/j.rse.2014.07.028	http://dx.doi.org/10.1016/j.rse.2014.07.028													WOS:000345201900009
J	Marrs, J; Ni-Meister, W				Marrs, Julia; Ni-Meister, Wenge			Machine Learning Techniques for Tree Species Classification Using Co-Registered LiDAR and Hyperspectral Data	REMOTE SENSING												The use of light detection and ranging (LiDAR) techniques for recording and analyzing tree and forest structural variables shows strong promise for improving established hyperspectral-based tree species classifications; however, previous multi-sensoral projects were often limited by error resulting from seasonal or flight path differences. The National Aeronautics and Space Administration (NASA) Goddard's LiDAR, hyperspectral, and thermal imager (G-LiHT) is now providing co-registered data on experimental forests in the United States, which are associated with established ground truths from existing forest plots. Free, user-friendly machine learning applications like the Orange Data Mining Extension for Python recently simplified the process of combining datasets, handling variable redundancy and noise, and reducing dimensionality in remotely sensed datasets. Neural networks, CN2 rules, and support vector machine methods are used here to achieve a final classification accuracy of 67% for dominant tree species in experimental plots of Howland Experimental Forest, a mixed coniferous-deciduous forest with ten dominant tree species, and 59% for plots in Penobscot Experimental Forest, a mixed coniferous-deciduous forest with 15 dominant tree species. These accuracies are higher than those produced using LiDAR or hyperspectral datasets separately, suggesting that combined spectral and structural data have a greater richness of complementary information than either dataset alone. Using greatly simplified datasets created by our dimensionality reduction methodology, machine learner performance remains comparable or higher to that using the full dataset. Across forests, the identification of shared structural and spectral variables suggests that this methodology can successfully identify parameters with high explanatory power for differentiating among tree species, and opens the possibility of addressing large-scale forestry questions using optimized remote sensing workflows.					Marrs, Julia/KBQ-7081-2024	ni-meister, wenge/0000-0001-9723-2075; Marrs, Julia/0000-0001-5908-3582														2072-4292				APR 1	2019	11	7							819	10.3390/rs11070819	http://dx.doi.org/10.3390/rs11070819													WOS:000465549300084
